scientificName,accepted,acceptedKey,genus,species,phylum,key,taxonomicStatus,group
"Fucus vesiculosus f. lanceolatus Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196348,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. latus Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196342,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. limicola F.S.Collins, 1906",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196352,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. nanus (C.Agardh) Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,6153007,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. plicatus Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196309,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. pseudoceranoides (Areschoug) Kleen, 1874",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196333,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. racemosus Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196354,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. robustus Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196356,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. sphaerocarpus (J.Agardh) Kleen, 1874",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,6153002,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. subecostatus (C.Agardh) Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196328,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. subfusiformis Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196340,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. subglobosus Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196307,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. tenuis Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196351,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. terminalis Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196344,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. turgidus (Kjellman) Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196311,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. vadorum (Areschoug) Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,7723459,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus f. vadorum (Areschoug) Kleen, 1874",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196310,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus subsp. pseudoceranoides Areschoug, 1868",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,6153005,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. aestuarii Lami, 1938",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196334,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. alternans C.Agardh, 1820",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196341,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. angustifolius C.Agardh, 1817",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196301,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. balticus (C.Agardh) Areschoug, 1847",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,6153004,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. ceratiformis Wahlenberg, 1826",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196355,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. chondriformis J.Agardh, 1836",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196332,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. divaricatus (L.) Goodenough & Woodward, 1797",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196306,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. grandifrons C.Agardh, 1821",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196326,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. inflatus (L.) C.Agardh, 1810",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196424,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. laterifructus Grev., 1828",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196327,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. nanus C.Agardh, 1817",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196330,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. rigidus Wahlenberg, 1812",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196331,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. rotundatus Kjellman, 1890",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,3196325,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. spiralis Farlow, 1881",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,7410256,SYNONYM,Fucus vesiculosus
"Fucus vesiculosus var. subecostatus C.Agardh, 1817",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,6153000,SYNONYM,Fucus vesiculosus
"Halidrys vesiculosus (L.) Stackh., 1809",Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,5422632,SYNONYM,Fucus vesiculosus
Virsodes vesiculosum (L.) Kuntze,Fucus vesiculosus L.,8222574,Fucus,Fucus vesiculosus,Ochrophyta,7716888,SYNONYM,Fucus vesiculosus
Ceramium fastigiatum (Linnaeus) R.H.Wiggers,Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,8368658,SYNONYM,Furcellaria lumbricalis
Fastigaria furcellata (Linnaeus) Stackhouse,Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,10262805,SYNONYM,Furcellaria lumbricalis
"Fastigiaria furcellata (L.) Stackh., 1809",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666913,SYNONYM,Furcellaria lumbricalis
"Fastigiaria linnaei Stackh., 1809",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,8210798,SYNONYM,Furcellaria lumbricalis
Fucus fastigiatus Linnaeus,Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666921,SYNONYM,Furcellaria lumbricalis
"Fucus furcellatus L., 1763",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,7578795,SYNONYM,Furcellaria lumbricalis
Fucus lumbricalis Hudson,Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666917,SYNONYM,Furcellaria lumbricalis
"Fucus lumbricalis var. fastigiatus Turner, 1807",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666912,SYNONYM,Furcellaria lumbricalis
Furcellaria fastigiata (Turner) J.V.Lamouroux,Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666914,SYNONYM,Furcellaria lumbricalis
"Furcellaria fastigiata f. aegagropila Reinke, 1889",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666916,SYNONYM,Furcellaria lumbricalis
"Furcellaria fastigiata f. minor (C.Agardh) Svedelius, 1901",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666911,SYNONYM,Furcellaria lumbricalis
"Furcellaria fastigiata f. tenuior Aresch., 1883",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,6452615,SYNONYM,Furcellaria lumbricalis
"Furcellaria fastigiata var. minor C.Agardh, 1817",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,6319417,SYNONYM,Furcellaria lumbricalis
"Furcellaria lumbricalis var. fastigiata (Turner) Lyngb., 1819",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666920,SYNONYM,Furcellaria lumbricalis
"Polyides lumbricalis var. fastigiatus C.Agardh, 1822",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,2666922,SYNONYM,Furcellaria lumbricalis
"Polyides rotundus f. fastigiatus (C.Agardh) Duby, 1830",Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,9289131,SYNONYM,Furcellaria lumbricalis
Sphaerococcus fastigiatus (Linneus) Wahlenberg,Furcellaria lumbricalis (Hudson) J.V.Lamouroux,2666910,Furcellaria,Furcellaria lumbricalis,Rhodophyta,5279293,SYNONYM,Furcellaria lumbricalis
"Echinocaulon acerosus (Forssk.) Børgesen, 1932",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,5278441,SYNONYM,Gelidiella acerosa
"Echinocaulon ramelliferum (Kütz.) Kütz., 1868",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,7576017,SYNONYM,Gelidiella acerosa
"Echinocaulon rigidum (M.Vahl) Kütz., 1843",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,7813254,SYNONYM,Gelidiella acerosa
"Echinocaulon spinellum Kütz., 1843",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,5278440,SYNONYM,Gelidiella acerosa
Fucus acerosus Forssk,Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663050,SYNONYM,Gelidiella acerosa
Fucus corneus subsp. setaceus Turner,Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,11302173,SYNONYM,Gelidiella acerosa
Fucus corneus subsp. spiniformis (Lamouroux) Turner,Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,11319265,SYNONYM,Gelidiella acerosa
"Fucus corneus var. setaceus Turner, 1811",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663053,SYNONYM,Gelidiella acerosa
"Fucus corneus var. spiniformis (J.V.Lamour.) Turner, 1811",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663060,SYNONYM,Gelidiella acerosa
"Fucus rigidus Vahl, 1802",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,8160764,SYNONYM,Gelidiella acerosa
"Fucus spiniformis J.V.Lamour., 1805",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663059,SYNONYM,Gelidiella acerosa
"Gelidiella acerosa f. minima Sreenivasa Rao, 1971",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663063,SYNONYM,Gelidiella acerosa
Gelidiella acerosa subsp. minima Sreenivasa Rao,Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,11364027,SYNONYM,Gelidiella acerosa
"Gelidiopsis rigida (C.Agardh) Weber Bosse, 1904",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663051,SYNONYM,Gelidiella acerosa
Gelidium corneum subsp. setaceum (Turner) Montagne,Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,11250355,SYNONYM,Gelidiella acerosa
"Gelidium corneum var. setaceum (Turner) Mont., 1846",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,8371702,SYNONYM,Gelidiella acerosa
"Gelidium pulchellum var. setaceum (Turner) Batters, 1902",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2662695,SYNONYM,Gelidiella acerosa
"Gelidium ramelliferum Kütz., 1863",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,7962481,SYNONYM,Gelidiella acerosa
Gelidium rigidum (C.Agardh) Greville,Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663054,SYNONYM,Gelidiella acerosa
"Gelidium spiniforme (J.V.Lamour.) J.V.Lamour., 1813",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,2663061,SYNONYM,Gelidiella acerosa
"Sphaerococcus rigidus C.Agardh, 1822",Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,2663047,Gelidiella,Gelidiella acerosa,Rhodophyta,5278444,SYNONYM,Gelidiella acerosa
Fucus corneus Huds.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662891,SYNONYM,Gelidium corneum
"Fucus corneus var. attenuatus Turner, 1819",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,8011207,SYNONYM,Gelidium corneum
"Fucus corneus var. sesquipedalis Clemente, 1807",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,6452451,SYNONYM,Gelidium corneum
Fucus spinosus S.G.Gmelin,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662751,SYNONYM,Gelidium corneum
Gelidium attenuatum (Turner) Thur.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662749,SYNONYM,Gelidium corneum
Gelidium corneum (Huds.) J.V.Lamour.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662882,SYNONYM,Gelidium corneum
"Gelidium corneum var. latifolium Grev., 1830",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662748,SYNONYM,Gelidium corneum
Gelidium latifolium (Grev.) Bornet & Thur.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,7832292,SYNONYM,Gelidium corneum
Gelidium latifolium Bornet ex Hauck,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662744,SYNONYM,Gelidium corneum
Gelidium sesquipedale (Clemente y Rubio) Turner,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,11243611,SYNONYM,Gelidium corneum
Gelidium sesquipedale (Clemente) Thuret,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662895,SYNONYM,Gelidium corneum
"Sphaerococcus corneus (Hudson) Stackh., 1797",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,5278404,SYNONYM,Gelidium corneum
Fucus corneus Huds.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662891,SYNONYM,Gelidium spinosum
"Fucus corneus var. attenuatus Turner, 1819",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,8011207,SYNONYM,Gelidium spinosum
"Fucus corneus var. sesquipedalis Clemente, 1807",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,6452451,SYNONYM,Gelidium spinosum
Fucus spinosus S.G.Gmelin,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662751,SYNONYM,Gelidium spinosum
Gelidium attenuatum (Turner) Thur.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662749,SYNONYM,Gelidium spinosum
Gelidium corneum (Huds.) J.V.Lamour.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662882,SYNONYM,Gelidium spinosum
"Gelidium corneum var. latifolium Grev., 1830",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662748,SYNONYM,Gelidium spinosum
Gelidium latifolium (Grev.) Bornet & Thur.,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,7832292,SYNONYM,Gelidium spinosum
Gelidium latifolium Bornet ex Hauck,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662744,SYNONYM,Gelidium spinosum
Gelidium sesquipedale (Clemente y Rubio) Turner,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,11243611,SYNONYM,Gelidium spinosum
Gelidium sesquipedale (Clemente) Thuret,Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,2662895,SYNONYM,Gelidium spinosum
"Sphaerococcus corneus (Hudson) Stackh., 1797",Gelidium spinosum (S.G.Gmelin) P.C.Silva,2662738,Gelidium,Gelidium spinosum,Rhodophyta,5278404,SYNONYM,Gelidium spinosum
"Fucus gigartinus L., 1759",Gigartina pistillata (S.G.Gmel.) Stackh.,2666168,Gigartina,Gigartina pistillata,Rhodophyta,2666173,SYNONYM,Gigartina pistillata
"Fucus oederi Esper, 1802",Gigartina pistillata (S.G.Gmel.) Stackh.,2666168,Gigartina,Gigartina pistillata,Rhodophyta,7535158,SYNONYM,Gigartina pistillata
Fucus pistillatus (S.G.Gmelin) Stackhouse,Gigartina pistillata (S.G.Gmel.) Stackh.,2666168,Gigartina,Gigartina pistillata,Rhodophyta,8399823,SYNONYM,Gigartina pistillata
"Fucus pistillatus S.G.Gmelin, 1768",Gigartina pistillata (S.G.Gmel.) Stackh.,2666168,Gigartina,Gigartina pistillata,Rhodophyta,2666170,SYNONYM,Gigartina pistillata
"Gelidium gigartinum (L.) Lyngb., 1819",Gigartina pistillata (S.G.Gmel.) Stackh.,2666168,Gigartina,Gigartina pistillata,Rhodophyta,2666172,SYNONYM,Gigartina pistillata
"Sphaerococcus gigartinus var. costatus Suhr, 1834",Gigartina pistillata (S.G.Gmel.) Stackh.,2666168,Gigartina,Gigartina pistillata,Rhodophyta,5279170,SYNONYM,Gigartina pistillata
"Fucus bursa-pastoris S.G.Gmelin, 1768","Gracilaria bursa-pastoris (S.G.Gmelin) P.C.Silva, 1952",5278945,Gracilaria,Gracilaria bursa-pastoris,Rhodophyta,2665632,SYNONYM,Gracilaria bursa-pastoris
"Gigartina compressa (C.Agardh) W.J.Hooker, 1833","Gracilaria bursa-pastoris (S.G.Gmelin) P.C.Silva, 1952",5278945,Gracilaria,Gracilaria bursa-pastoris,Rhodophyta,8258014,SYNONYM,Gracilaria bursa-pastoris
Gracilaria compressa (C.Agardh) Greville,"Gracilaria bursa-pastoris (S.G.Gmelin) P.C.Silva, 1952",5278945,Gracilaria,Gracilaria bursa-pastoris,Rhodophyta,5278947,SYNONYM,Gracilaria bursa-pastoris
"Sphaerococcus compressus C.Agardh, 1822","Gracilaria bursa-pastoris (S.G.Gmelin) P.C.Silva, 1952",5278945,Gracilaria,Gracilaria bursa-pastoris,Rhodophyta,5278946,SYNONYM,Gracilaria bursa-pastoris
"Rhodymenia corticata J.Agardh, 1841",Gracilaria corticata (J.Agardh) J.Agardh,5278820,Gracilaria,Gracilaria corticata,Rhodophyta,2665469,SYNONYM,Gracilaria corticata
"Sphaerococcus corticatus (J.Agardh) Kütz., 1849",Gracilaria corticata (J.Agardh) J.Agardh,5278820,Gracilaria,Gracilaria corticata,Rhodophyta,5278823,SYNONYM,Gracilaria corticata
"Ceramium confervoides Wiggers, 1780","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,2665514,SYNONYM,Gracilaria gracilis
Fucus confervoides Linnaeus,"Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,2659896,SYNONYM,Gracilaria gracilis
"Fucus confervoides var. gracilis (Stackh.) Turner, 1802","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,2665503,SYNONYM,Gracilaria gracilis
Fucus gracilis Stackhouse,"Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,2665508,SYNONYM,Gracilaria gracilis
"Fucus gulaman M.Blanco, 1837","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,2665509,SYNONYM,Gracilaria gracilis
"Fucus procerrimus Esper, 1800","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,2665505,SYNONYM,Gracilaria gracilis
Gracilaria confervoides (Linnaeus) Greville,"Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,5278852,SYNONYM,Gracilaria gracilis
"Gracilaria confervoides f. gracilis (Stackh.) Grunow, 1874","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,7728093,SYNONYM,Gracilaria gracilis
"Gracilaria confervoides f. tenuissima Rosenv., 1931","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,5278847,SYNONYM,Gracilaria gracilis
"Gracilaria confervoides var. gracilis (Stackh.) Batters, 1902","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,5278846,SYNONYM,Gracilaria gracilis
"Gracilaria confervoides var. procerrima (Esper) Grev., 1830","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,5278848,SYNONYM,Gracilaria gracilis
"Sphaerococcus capillaris Kütz., 1863","Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,5278845,SYNONYM,Gracilaria gracilis
Sphaerococcus confervoides (F.H.Wiggers) Stackhouse,"Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",5278844,Gracilaria,Gracilaria gracilis,Rhodophyta,7620946,SYNONYM,Gracilaria gracilis
"Chondrus multipartitus (Clemente) Greville, 1833",Gracilaria multipartita (Clemente) Harvey,5278909,Gracilaria,Gracilaria multipartita,Rhodophyta,12373474,SYNONYM,Gracilaria multipartita
"Fucus multipartitus Clemente, 1807",Gracilaria multipartita (Clemente) Harvey,5278909,Gracilaria,Gracilaria multipartita,Rhodophyta,2665583,SYNONYM,Gracilaria multipartita
"Sphaerococcus multipartitus (Clemente) C.Agardh, 1822",Gracilaria multipartita (Clemente) Harvey,5278909,Gracilaria,Gracilaria multipartita,Rhodophyta,5279282,SYNONYM,Gracilaria multipartita
